timestamp,open,high,low,close,volume,ema_fast,ema_med,ema_long,ema_macro,ema_ultra_len,rsi,atr,swing_high,swing_low,in_session,rsi_trend,isLongTrend,isShortTrend,exit_time
2025-05-15 09:15:00+05:30,400.0,401.35,397.7,400.55,188326,,,,,,,,,,True,,False,False,False
2025-05-15 09:20:00+05:30,400.65,403.8,400.55,403.15,210479,,,,,,,,,,True,,False,False,False
2025-05-15 09:25:00+05:30,403.25,407.3,403.05,407.05,415920,,,,,,,,,,True,,False,False,False
2025-05-15 09:30:00+05:30,407.05,407.25,402.1,402.65,559486,,,,,,,,,,True,,False,False,False
2025-05-15 09:35:00+05:30,402.55,402.55,400.3,400.6,286962,402.8,,,,,,,,,True,,False,False,False
2025-05-15 09:40:00+05:30,400.6,400.7,399.35,400.45,203479,402.02,,,,,,,,,True,,False,False,False
2025-05-15 09:45:00+05:30,400.4,401.0,399.0,399.2,152126,401.08,,,,,,,,,True,,False,False,False
2025-05-15 09:50:00+05:30,399.25,400.3,398.6,399.9,96471,400.69,,,,,,,,,True,,False,False,False
2025-05-15 09:55:00+05:30,399.85,400.25,399.35,399.85,58911,400.41,,,,,,,,,True,,False,False,False
2025-05-15 10:00:00+05:30,399.8,400.7,399.8,400.15,49954,400.32,,,,,,,,,True,,False,False,False
2025-05-15 10:05:00+05:30,400.15,400.45,399.75,400.05,34259,400.23,,,,,,,,,True,,False,False,False
2025-05-15 10:10:00+05:30,400.1,400.5,399.8,399.95,27342,400.14,,,,,,,,,True,,False,False,False
2025-05-15 10:15:00+05:30,400.1,400.45,399.8,400.0,20749,400.09,,,,,,,,,True,,False,False,False
2025-05-15 10:20:00+05:30,400.0,400.45,399.7,399.8,48085,399.99,,,,,,,,,True,,False,False,False
2025-05-15 10:25:00+05:30,399.8,400.2,399.4,399.75,33116,399.91,,,,,44.22,1.5,,,True,,False,False,False
2025-05-15 10:30:00+05:30,399.75,400.4,399.6,400.05,33052,399.96,,,,,46.56,1.42,,,True,,False,False,False
2025-05-15 10:35:00+05:30,400.0,400.85,400.0,400.7,34465,400.21,,,,,51.33,1.36,,,True,,False,False,False
2025-05-15 10:40:00+05:30,400.75,401.3,399.7,399.8,45809,400.07,,,,,45.3,1.39,,,True,,False,False,False
2025-05-15 10:45:00+05:30,399.8,400.95,399.55,400.5,54373,400.21,,,,,50.2,1.39,,,True,,False,False,False
2025-05-15 10:50:00+05:30,400.5,400.75,399.7,399.9,28767,400.11,400.7,,,,46.37,1.36,,,True,,False,False,False
2025-05-15 10:55:00+05:30,399.9,400.35,399.85,400.2,23135,400.14,400.65,,,,48.48,1.28,,,True,,False,False,False
2025-05-15 11:00:00+05:30,400.2,400.3,399.1,399.5,37154,399.93,400.54,,,,44.11,1.27,,,True,,False,False,False
2025-05-15 11:05:00+05:30,399.45,399.55,399.15,399.3,34551,399.72,400.43,,,,42.92,1.19,,,True,,False,False,False
2025-05-15 11:10:00+05:30,399.35,399.5,398.75,398.95,53702,399.46,400.29,,,,40.84,1.15,,,True,,False,False,False
2025-05-15 11:15:00+05:30,399.0,399.7,398.95,399.5,48745,399.47,400.21,,,,45.32,1.12,,,True,,False,False,False
2025-05-15 11:20:00+05:30,399.55,399.55,398.65,398.75,25565,399.23,400.07,,,,40.78,1.1,,,True,,False,False,False
2025-05-15 11:25:00+05:30,398.75,399.7,398.75,399.55,13950,399.34,400.02,,,,46.89,1.09,,,True,,False,False,False
2025-05-15 11:30:00+05:30,399.55,399.7,399.2,399.7,31319,399.46,399.99,,,,47.98,1.04,,,True,,False,False,False
2025-05-15 11:35:00+05:30,399.55,400.0,399.2,399.65,51567,399.52,399.96,,,,47.63,1.02,,,True,,False,False,False
2025-05-15 11:40:00+05:30,399.65,400.1,399.6,399.95,25749,399.67,399.96,,,,49.98,0.98,407.3,397.7,True,,False,False,False
2025-05-15 11:45:00+05:30,399.95,400.2,399.55,399.95,77594,399.76,399.96,,,,49.98,0.95,407.3,398.6,True,,False,False,False
2025-05-15 11:50:00+05:30,399.95,400.2,399.6,399.95,33429,399.82,399.96,,,,49.98,0.92,407.3,398.6,True,,False,False,False
2025-05-15 11:55:00+05:30,399.95,400.15,399.65,399.8,24101,399.82,399.94,,,,48.61,0.89,407.25,398.6,True,,False,False,False
2025-05-15 12:00:00+05:30,399.8,399.95,399.5,399.9,40974,399.84,399.94,,,,49.6,0.86,402.55,398.6,True,,False,False,False
2025-05-15 12:05:00+05:30,399.9,399.95,399.55,399.9,31311,399.86,399.93,,,,49.6,0.82,401.3,398.6,True,,False,False,False
2025-05-15 12:10:00+05:30,399.85,400.25,399.45,399.9,126779,399.87,399.93,,,,49.6,0.82,401.3,398.6,True,,False,False,False
2025-05-15 12:15:00+05:30,399.9,400.65,399.7,399.85,149408,399.87,399.92,,,,49.01,0.83,401.3,398.6,True,,False,False,False
2025-05-15 12:20:00+05:30,399.9,400.7,399.7,400.45,38553,400.06,399.97,,,,55.78,0.84,401.3,398.65,True,,False,False,False
2025-05-15 12:25:00+05:30,400.45,403.2,400.4,402.55,204927,400.89,400.22,,,,70.53,0.99,403.2,398.65,True,,False,False,False
2025-05-15 12:30:00+05:30,402.55,402.55,399.95,402.0,316465,401.26,400.39,,,,64.47,1.11,403.2,398.65,True,,False,False,False
2025-05-15 12:35:00+05:30,402.0,402.9,401.5,401.8,82638,401.44,400.52,,,,62.37,1.13,403.2,398.65,True,,False,False,False
2025-05-15 12:40:00+05:30,401.85,402.55,401.65,402.1,43521,401.66,400.67,,,,64.25,1.12,403.2,398.65,True,,False,False,False
2025-05-15 12:45:00+05:30,402.2,402.3,401.8,401.9,42873,401.74,400.79,,,,62.02,1.07,403.2,398.65,True,,False,False,False
2025-05-15 12:50:00+05:30,401.95,402.0,401.65,401.8,39662,401.76,400.89,,,,60.89,1.02,403.2,398.65,True,,False,False,False
2025-05-15 12:55:00+05:30,401.9,402.5,401.65,402.35,56011,401.96,401.03,,,,64.71,1.0,403.2,398.65,True,,False,False,False
2025-05-15 13:00:00+05:30,402.2,402.5,401.8,401.95,75457,401.95,401.11,,,,60.11,0.98,403.2,398.65,True,,False,False,False
2025-05-15 13:05:00+05:30,401.95,403.2,401.95,402.75,89798,402.22,401.27,,,,65.41,1.0,403.2,398.65,True,,False,False,False
2025-05-15 13:10:00+05:30,402.8,403.0,402.25,402.7,43904,402.38,401.41,,,,64.83,0.98,403.2,398.65,True,,False,False,False
2025-05-15 13:15:00+05:30,402.7,402.95,401.8,402.1,32674,402.29,401.47,,,,58.16,1.0,403.2,398.65,True,,False,False,False
2025-05-15 13:20:00+05:30,402.1,402.75,402.0,402.3,22837,402.29,401.55,,,,59.65,0.98,403.2,398.65,True,,False,False,False
2025-05-15 13:25:00+05:30,402.4,402.7,402.15,402.6,18074,402.39,401.65,,,,61.85,0.95,403.2,398.65,True,,False,False,False
2025-05-15 13:30:00+05:30,402.55,402.95,402.4,402.45,35866,402.41,401.73,,,,60.09,0.92,403.2,398.65,True,,False,False,False
2025-05-15 13:35:00+05:30,402.55,402.65,402.3,402.45,14034,402.43,401.8,,,,60.09,0.88,403.2,398.65,True,,False,False,False
2025-05-15 13:40:00+05:30,402.45,402.9,402.45,402.65,19654,402.5,401.88,,,,61.77,0.84,403.2,398.65,True,,False,False,False
2025-05-15 13:45:00+05:30,402.65,403.0,402.6,402.75,41730,402.58,401.96,,,,62.62,0.81,403.2,398.65,True,,False,False,False
2025-05-15 13:50:00+05:30,402.75,403.0,402.6,402.85,25610,402.67,402.04,,,,63.49,0.78,403.2,398.75,True,,False,False,False
2025-05-15 13:55:00+05:30,402.9,403.25,402.75,403.15,29563,402.83,402.15,,,,66.05,0.76,403.25,399.2,True,,False,False,False
2025-05-15 14:00:00+05:30,403.2,403.3,402.65,402.95,29270,402.87,402.23,,,,62.88,0.75,403.3,399.2,True,,False,False,False
2025-05-15 14:05:00+05:30,403.0,403.0,402.7,402.95,35234,402.9,402.3,,,,62.88,0.72,403.3,399.45,True,,False,False,False
2025-05-15 14:10:00+05:30,403.0,403.45,402.85,403.15,52546,402.98,402.38,,,,64.84,0.71,403.45,399.45,True,,False,False,False
2025-05-15 14:15:00+05:30,403.1,403.4,402.85,403.05,35673,403.0,402.44,,,,63.05,0.7,403.45,399.45,True,,False,False,False
2025-05-15 14:20:00+05:30,403.2,403.5,403.0,403.3,21205,403.1,402.52,,,,65.6,0.69,403.5,399.45,True,,False,False,False
2025-05-15 14:25:00+05:30,403.35,403.55,403.15,403.45,27220,403.22,402.61,401.16,,,67.07,0.67,403.55,399.45,True,,False,False,False
2025-05-15 14:30:00+05:30,403.45,403.65,402.8,403.0,31957,403.15,402.65,401.21,,,58.94,0.68,403.65,399.45,True,,False,False,False
2025-05-15 14:35:00+05:30,403.0,403.25,402.9,403.05,24395,403.11,402.69,401.27,,,59.52,0.66,403.65,399.45,True,,False,False,False
2025-05-15 14:40:00+05:30,403.1,403.95,403.05,403.8,49093,403.34,402.79,401.35,,,67.12,0.67,403.95,399.7,True,,False,False,False
2025-05-15 14:45:00+05:30,403.8,403.9,403.4,403.45,27698,403.38,402.85,401.42,,,61.34,0.66,403.95,399.7,True,,False,False,False
2025-05-15 14:50:00+05:30,403.6,403.7,403.35,403.6,27265,403.45,402.93,401.48,,,62.82,0.64,403.95,399.95,True,,False,False,False
2025-05-15 14:55:00+05:30,403.65,403.75,403.0,403.0,43417,403.3,402.93,401.53,,,53.93,0.65,403.95,399.95,True,,False,False,False
2025-05-15 15:00:00+05:30,403.05,403.1,402.3,402.65,105748,403.08,402.91,401.57,,,49.52,0.66,403.95,401.5,True,,False,False,False
2025-05-15 15:05:00+05:30,402.75,402.9,402.65,402.9,76480,403.02,402.91,401.61,,,52.51,0.63,403.95,401.65,True,,False,False,False
2025-05-15 15:10:00+05:30,402.9,402.95,402.4,402.6,91459,402.88,402.88,401.64,,,48.78,0.62,403.95,401.65,True,,False,False,False
2025-05-15 15:15:00+05:30,402.65,403.0,402.15,402.9,159865,402.89,402.88,401.68,,,52.42,0.64,403.95,401.65,True,,False,False,False
2025-05-15 15:20:00+05:30,402.95,402.95,402.4,402.5,120789,402.76,402.84,401.7,,,47.57,0.63,403.95,401.65,True,,False,False,False
2025-05-15 15:25:00+05:30,402.5,402.95,402.45,402.75,125540,402.76,402.83,401.74,,,50.64,0.62,403.95,401.8,True,,False,False,False
2025-05-16 09:15:00+05:30,404.0,406.25,402.65,403.4,88329,402.97,402.89,401.79,,,57.6,0.84,406.25,401.8,True,,False,False,False
2025-05-16 09:20:00+05:30,403.5,404.65,403.4,403.95,60354,403.3,402.99,401.86,,,62.43,0.87,406.25,401.8,True,,False,False,False
2025-05-16 09:25:00+05:30,403.9,404.55,403.5,404.4,46145,403.66,403.12,401.94,,,65.85,0.88,406.25,401.8,True,,False,False,False
2025-05-16 09:30:00+05:30,404.4,405.5,404.2,404.7,83589,404.01,403.27,402.02,,,67.95,0.91,406.25,402.0,True,,False,False,False
2025-05-16 09:35:00+05:30,404.7,404.75,403.1,403.45,80930,403.82,403.29,402.07,,,53.27,0.96,406.25,402.15,True,,False,False,False
2025-05-16 09:40:00+05:30,403.45,405.3,403.1,405.3,62145,404.32,403.48,402.17,,,65.24,1.05,406.25,402.15,True,,False,False,False
2025-05-16 09:45:00+05:30,405.25,405.85,405.25,405.85,60172,404.83,403.71,402.28,,,67.87,1.02,406.25,402.15,True,,False,False,False
2025-05-16 09:50:00+05:30,405.6,406.0,405.25,405.75,59289,405.13,403.9,402.39,,,66.88,1.0,406.25,402.15,True,,False,False,False
2025-05-16 09:55:00+05:30,405.7,406.25,405.55,406.1,33165,405.46,404.11,402.51,,,68.61,0.98,406.25,402.15,True,,False,False,False
2025-05-16 10:00:00+05:30,406.15,407.85,406.1,407.4,115727,406.1,404.42,402.66,,,74.04,1.03,407.85,402.15,True,89.14,True,False,False
2025-05-16 10:05:00+05:30,407.5,407.5,406.5,406.65,44147,406.29,404.64,402.78,,,66.86,1.03,407.85,402.15,True,89.14,True,False,False
2025-05-16 10:10:00+05:30,406.65,407.0,405.8,406.8,39671,406.46,404.84,402.91,,,67.53,1.04,407.85,402.15,True,89.14,True,False,False
2025-05-16 10:15:00+05:30,406.85,407.75,406.7,407.25,55549,406.72,405.07,403.05,,,69.55,1.04,407.85,402.15,True,89.14,True,False,False
2025-05-16 10:20:00+05:30,407.35,407.85,406.5,406.75,54080,406.73,405.23,403.16,,,64.74,1.07,407.85,402.15,True,89.14,True,False,False
2025-05-16 10:25:00+05:30,406.6,406.8,406.25,406.5,18936,406.65,405.35,403.27,,,62.42,1.03,407.85,402.15,True,89.14,True,False,False
2025-05-16 10:30:00+05:30,406.4,406.85,406.4,406.7,15692,406.67,405.48,403.37,,,63.55,0.99,407.85,402.15,True,90.41,True,False,False
2025-05-16 10:35:00+05:30,406.55,407.05,406.15,406.65,118003,406.66,405.59,403.48,,,63.04,0.98,407.85,402.15,True,90.41,True,False,False
2025-05-16 10:40:00+05:30,406.65,407.0,406.2,406.25,30664,406.53,405.65,403.56,,,58.97,0.97,407.85,402.15,True,90.41,True,False,False
2025-05-16 10:45:00+05:30,406.25,406.7,405.8,406.0,56595,406.35,405.69,403.64,,,56.52,0.96,407.85,402.15,True,90.41,True,False,False
2025-05-16 10:50:00+05:30,406.0,406.65,405.4,406.3,191241,406.33,405.75,403.72,,,58.74,0.98,407.85,402.15,True,90.41,True,False,False
2025-05-16 10:55:00+05:30,406.45,406.9,406.4,406.8,8144,406.49,405.85,403.82,,,62.2,0.96,407.85,402.15,True,90.41,True,False,False
2025-05-16 11:00:00+05:30,406.8,406.95,404.6,405.65,344329,406.21,405.83,403.88,,,51.5,1.06,407.85,402.15,True,91.16,True,False,False
2025-05-16 11:05:00+05:30,405.7,406.25,404.85,406.0,329222,406.14,405.84,403.94,,,54.09,1.08,407.85,402.15,True,91.16,True,False,False
2025-05-16 11:10:00+05:30,406.0,406.1,405.65,405.95,68718,406.08,405.85,404.0,,,53.65,1.04,407.85,402.15,True,91.16,True,False,False
2025-05-16 11:15:00+05:30,405.95,407.1,405.75,406.7,61791,406.28,405.93,404.09,,,59.04,1.06,407.85,402.15,True,91.16,True,False,False
2025-05-16 11:20:00+05:30,406.85,407.05,406.45,406.75,23538,406.44,406.01,404.17,,,59.38,1.03,407.85,402.15,True,91.16,True,False,False
2025-05-16 11:25:00+05:30,406.75,407.0,406.65,407.0,30669,406.63,406.11,404.26,,,61.11,0.98,407.85,402.15,True,91.16,True,False,False
2025-05-16 11:30:00+05:30,406.7,407.05,406.65,406.65,32076,406.63,406.16,404.33,,,57.42,0.94,407.85,402.4,True,89.29,True,False,False
2025-05-16 11:35:00+05:30,406.65,406.9,406.2,406.8,19435,406.69,406.22,404.41,,,58.57,0.92,407.85,402.45,True,89.29,True,False,False
2025-05-16 11:40:00+05:30,406.8,407.0,406.65,406.95,22379,406.78,406.29,404.49,,,59.75,0.88,407.85,402.65,True,89.29,True,False,False
2025-05-16 11:45:00+05:30,406.95,407.0,406.5,406.95,21523,406.83,406.35,404.57,,,59.75,0.85,407.85,403.1,True,89.29,True,False,False
2025-05-16 11:50:00+05:30,406.7,407.0,406.45,406.8,31876,406.82,406.39,404.64,,,57.84,0.83,407.85,403.1,True,89.29,True,False,False
2025-05-16 11:55:00+05:30,406.75,407.0,406.75,406.95,19140,406.87,406.45,404.71,,,59.24,0.79,407.85,403.1,True,89.29,True,False,False
2025-05-16 12:00:00+05:30,406.85,407.15,406.85,406.9,27944,406.88,406.49,404.78,,,58.54,0.75,407.85,403.1,True,85.51,True,False,False
2025-05-16 12:05:00+05:30,406.95,407.2,406.7,406.75,20015,406.83,406.52,404.84,,,56.4,0.74,407.85,403.1,True,85.51,True,False,False
2025-05-16 12:10:00+05:30,406.75,407.0,406.6,406.8,21588,406.82,406.54,404.9,,,56.96,0.71,407.85,404.6,True,85.51,True,False,False
2025-05-16 12:15:00+05:30,406.8,406.85,406.45,406.7,24423,406.78,406.56,404.96,,,55.41,0.69,407.85,404.6,True,85.51,True,False,False
2025-05-16 12:20:00+05:30,406.5,406.9,406.45,406.85,15874,406.8,406.59,405.02,,,57.29,0.67,407.85,404.6,True,85.51,True,False,False
2025-05-16 12:25:00+05:30,406.85,407.0,406.75,406.85,16638,406.82,406.61,405.07,,,57.29,0.64,407.85,404.6,True,85.51,True,False,False
2025-05-16 12:30:00+05:30,406.9,407.15,406.5,407.05,46221,406.9,406.65,405.14,,,59.9,0.64,407.85,404.6,True,91.39,True,False,False
2025-05-16 12:35:00+05:30,407.05,407.2,406.9,406.95,26140,406.91,406.68,405.19,,,57.99,0.62,407.85,404.6,True,91.39,True,False,False
2025-05-16 12:40:00+05:30,406.95,409.25,406.9,409.1,161749,407.64,406.91,405.31,,,75.83,0.74,409.25,404.6,True,91.39,True,False,False
2025-05-16 12:45:00+05:30,409.15,410.9,409.1,409.4,246899,408.23,407.15,405.44,,,77.28,0.82,410.9,404.6,True,91.39,True,False,False
2025-05-16 12:50:00+05:30,409.45,409.6,408.8,409.1,35717,408.52,407.33,405.56,,,72.59,0.82,410.9,404.6,True,91.39,True,False,False
2025-05-16 12:55:00+05:30,409.15,409.2,408.1,408.35,33645,408.46,407.43,405.64,403.35,,62.4,0.84,410.9,404.6,True,91.39,True,False,False
2025-05-16 13:00:00+05:30,408.35,409.4,408.3,409.25,40504,408.73,407.6,405.76,403.45,,68.17,0.86,410.9,404.6,True,92.77,True,False,False
2025-05-16 13:05:00+05:30,409.3,409.7,408.95,409.05,39628,408.83,407.74,405.86,403.54,,65.76,0.85,410.9,404.6,True,92.77,True,False,False
2025-05-16 13:10:00+05:30,409.05,409.25,408.85,409.2,24451,408.96,407.88,405.96,403.63,,66.71,0.82,410.9,404.6,True,92.77,True,False,False
2025-05-16 13:15:00+05:30,409.2,409.35,408.7,408.95,25604,408.95,407.98,406.06,403.72,,63.54,0.8,410.9,404.6,True,92.77,True,False,False
2025-05-16 13:20:00+05:30,408.85,409.0,408.7,408.7,22284,408.87,408.05,406.14,403.8,,60.44,0.77,410.9,404.6,True,92.77,True,False,False
2025-05-16 13:25:00+05:30,408.7,409.25,408.7,409.0,24701,408.91,408.14,406.23,403.89,,62.78,0.75,410.9,404.6,True,92.77,True,False,False
2025-05-16 13:30:00+05:30,409.0,409.75,408.9,409.6,62566,409.14,408.28,406.33,403.98,,67.0,0.76,410.9,404.85,True,81.95,True,False,False
2025-05-16 13:35:00+05:30,409.65,409.7,408.95,409.0,54998,409.09,408.35,406.42,404.07,,59.72,0.76,410.9,405.65,True,81.95,True,False,False
2025-05-16 13:40:00+05:30,408.95,409.4,408.7,409.2,41215,409.13,408.43,406.5,404.15,,61.23,0.75,410.9,405.75,True,81.95,True,False,False
2025-05-16 13:45:00+05:30,409.25,409.45,408.65,409.25,37341,409.17,408.51,406.59,404.24,,61.62,0.76,410.9,406.2,True,81.95,True,False,False
2025-05-16 13:50:00+05:30,409.25,409.3,408.6,409.0,30217,409.11,408.55,406.67,404.31,,58.47,0.75,410.9,406.2,True,81.95,True,False,False
2025-05-16 13:55:00+05:30,409.2,409.2,408.15,408.5,54950,408.91,408.55,406.72,404.38,,52.67,0.77,410.9,406.2,True,81.95,True,False,False
2025-05-16 14:00:00+05:30,408.5,408.95,408.4,408.6,36123,408.81,408.55,406.78,404.45,,53.66,0.76,410.9,406.2,True,88.47,True,False,False
2025-05-16 14:05:00+05:30,408.65,409.4,408.6,409.25,32133,408.95,408.62,406.86,404.53,,59.58,0.76,410.9,406.45,True,88.47,True,False,False
2025-05-16 14:10:00+05:30,409.15,410.85,409.15,409.9,163133,409.27,408.74,406.95,404.62,,64.46,0.83,410.9,406.45,True,88.47,True,False,False
2025-05-16 14:15:00+05:30,409.85,410.55,409.65,410.35,166970,409.63,408.9,407.06,404.72,,67.4,0.83,410.9,406.45,True,88.47,True,False,False
2025-05-16 14:20:00+05:30,410.25,411.2,410.25,411.0,121146,410.09,409.1,407.18,404.82,,71.12,0.84,411.2,406.45,True,88.47,True,False,False
2025-05-16 14:25:00+05:30,410.9,411.2,410.5,410.75,38933,410.31,409.25,407.29,404.92,,67.91,0.83,411.2,406.45,True,88.47,True,False,False
2025-05-16 14:30:00+05:30,410.6,410.8,409.7,409.95,52594,410.19,409.32,407.38,405.0,,58.78,0.85,411.2,406.45,True,79.53,True,False,False
2025-05-16 14:35:00+05:30,409.85,410.45,409.4,410.4,38625,410.26,409.42,407.47,405.09,,61.88,0.87,411.2,406.45,True,79.53,True,False,False
2025-05-16 14:40:00+05:30,410.3,410.55,409.7,409.9,63466,410.14,409.47,407.55,405.17,,56.77,0.86,411.2,406.45,True,79.53,True,False,False
2025-05-16 14:45:00+05:30,409.75,411.0,409.1,410.15,94086,410.14,409.53,407.63,405.25,,58.61,0.94,411.2,406.45,True,79.53,True,False,False
